sst_gridpoint,lon,lat,water_temp
"[2389, 4872]",-88.41500459999999,43.8239384,51.15
"[2389, 4873]",-88.39700959999999,43.8239384,51.15
"[2390, 4871]",-88.43299959999999,43.8419334,
"[2390, 4872]",-88.41500459999999,43.8419334,51.51
"[2390, 4873]",-88.39700959999999,43.8419334,51.51
"[2391, 4871]",-88.43299959999999,43.8599284,
"[2391, 4872]",-88.41500459999999,43.8599284,51.51
"[2391, 4873]",-88.39700959999999,43.8599284,51.51
"[2391, 4874]",-88.37901459999999,43.8599284,51.51
"[2392, 4870]",-88.45099459999999,43.8779234,
"[2392, 4871]",-88.43299959999999,43.8779234,
"[2392, 4872]",-88.41500459999999,43.8779234,52.23
"[2392, 4873]",-88.39700959999999,43.8779234,51.87
"[2392, 4874]",-88.37901459999999,43.8779234,51.87
"[2393, 4870]",-88.45099459999999,43.8959184,
"[2393, 4871]",-88.43299959999999,43.8959184,
"[2393, 4872]",-88.41500459999999,43.8959184,52.59
"[2393, 4873]",-88.39700959999999,43.8959184,52.59
"[2393, 4874]",-88.37901459999999,43.8959184,52.59
"[2393, 4875]",-88.36101959999999,43.8959184,52.95
"[2394, 4871]",-88.43299959999999,43.9139134,
"[2394, 4872]",-88.41500459999999,43.9139134,52.95
"[2394, 4873]",-88.39700959999999,43.9139134,53.31
"[2394, 4874]",-88.37901459999999,43.9139134,53.31
"[2394, 4875]",-88.36101959999999,43.9139134,54.03
"[2394, 4876]",-88.34302459999999,43.9139134,53.67
"[2395, 4870]",-88.45099459999999,43.9319084,51.15
"[2395, 4871]",-88.43299959999999,43.9319084,52.23
"[2395, 4872]",-88.41500459999999,43.9319084,52.95
"[2395, 4873]",-88.39700959999999,43.9319084,53.67
"[2395, 4874]",-88.37901459999999,43.9319084,54.03
"[2395, 4875]",-88.36101959999999,43.9319084,54.39
"[2395, 4876]",-88.34302459999999,43.9319084,54.03
"[2395, 4877]",-88.3250296,43.9319084,53.67
"[2396, 4869]",-88.46898959999999,43.9499034,51.15
"[2396, 4870]",-88.45099459999999,43.9499034,51.15
"[2396, 4871]",-88.43299959999999,43.9499034,51.87
"[2396, 4872]",-88.41500459999999,43.9499034,52.95
"[2396, 4873]",-88.39700959999999,43.9499034,53.67
"[2396, 4874]",-88.37901459999999,43.9499034,54.39
"[2396, 4875]",-88.36101959999999,43.9499034,55.11
"[2396, 4876]",-88.34302459999999,43.9499034,54.75
"[2396, 4877]",-88.3250296,43.9499034,54.39
"[2397, 4868]",-88.48698459999999,43.9678984,
"[2397, 4869]",-88.46898959999999,43.9678984,51.15
"[2397, 4870]",-88.45099459999999,43.9678984,51.15
"[2397, 4871]",-88.43299959999999,43.9678984,51.51
